uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,nlcdClass,plotID,subplotID,endDate,boutNumber,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"b2e8c155-0b0e-4bcd-b0b5-4b30945e63e3","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",4.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"9a20bb9e-ed8f-437e-b43a-bd29bd99c8a4","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRMA3","Trifolium macrocephalum (Pursh) Poir.","species","Fabaceae","N",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"1905d494-4cff-46c8-88b6-ea0d145350dd","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",45.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"8cca6ccc-98d3-4954-92b7-d279adb70698","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,10.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"4e0b502b-a993-4cfe-8f0f-92b9ed5e4d2e","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"rock",10.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"6a3b4f19-97f6-4d63-9108-68fedc33d500","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRRU2","Bromus rubens L.","species","Poaceae","I",,,,,,,6.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c2a44907-c369-400a-961f-ec7ea2951d00","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","QUWI2","Quercus wislizeni A. DC.","species","Fagaceae","N","cf. species","Seedling",,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c25e730f-921e-473a-9665-04ab9862614f","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","OXRA","Oxalis radicosa A. Rich.","species","Oxalidaceae","I",,,,,,,3.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"12b37af0-a513-41b0-bc6b-98d5f98e090c","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AVBA","Avena barbata Pott ex Link","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"bfdf83f7-a548-42ce-a599-f1e6028cc1bb","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRRU2","Bromus rubens L.","species","Poaceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c97b1565-22ee-458f-b615-90c832284689","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",0.50,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"fd9eb9ec-20b7-4fb9-a814-a24f0479394f","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,6.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ad08711a-f2bb-4bca-8257-7e7d4d9e5743","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",23.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"037e9857-6a23-4f07-af01-468e3b972eaf","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",0.50,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"e87e1111-7c93-4490-9518-3763745c26a6","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRRU2","Bromus rubens L.","species","Poaceae","I",,,,,,,4.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c7281645-d84f-4a66-a175-f9c98bde20c9","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,5.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"905d51da-958a-4f81-a53e-c0b93c53ab5a","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"da39334a-6500-40a9-808a-e9a9c40144e0","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRTE","Bromus tectorum L.","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"18e2a080-f7d6-406d-8a39-876ed1f6c932","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRAR3","Bromus arenarius Labill.","species","Poaceae","I",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"d6e8e843-7a66-4052-a3fb-a4d29372a648","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",20.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"bc536f96-73e2-4798-9eb7-25e1cdf6232e","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",27.50,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"19f2439f-734a-4142-a1a8-b851aeb0196a","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","LOTUS","Lotus sp.","genus","Fabaceae","UNK",,,"Stegosauruspon_2019","2-4cm tall with yellow flowers",,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c23a4c12-a767-4f9d-85b2-a2ecfd502e0b","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",33.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"2f2c272a-0c63-4976-be04-40877fcfeac9","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SIGA","Silene gallica L.","species","Caryophyllaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"93799ee5-d10d-49e2-af24-144053cf9619","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"b4ebf7ae-a54f-4561-b08d-96cbd9282548","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",4.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ee49a3ac-5423-429a-b424-9600b005e40a","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",5.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"488a3d5a-0ee8-46c9-999c-b63e90fe8035","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","GAAP2","Galium aparine L.","species","Rubiaceae","N",,,,,,,3.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"72fb436a-4d94-423c-9104-05bfc2c541b9","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMMEI2","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","variety","Boraginaceae","N",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"c5c42c37-6105-434f-b649-a5dd948ac5d7","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PTDR","Pterostegia drymarioides Fisch. & C.A. Mey.","species","Polygonaceae","N",,,,,,,6.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"3f8cefdf-df39-4f8b-b5a0-2ca24347f0dd","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SEVU","Senecio vulgaris L.","species","Asteraceae","I","cf. genus",,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"7705e317-5c35-4f4d-8f31-005b240f313e","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PHCI","Phacelia cicutaria Greene","species","Hydrophyllaceae","N",,,,,,,6.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ff4c520e-23bc-4945-b6b9-c3d8d1afb634","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AVBA","Avena barbata Pott ex Link","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ba3f2bf5-1529-43c3-b728-5effb2f43b62","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CACO38","Caulanthus coulteri S. Watson","species","Brassicaceae","N",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"e807f6b4-de59-4b7b-8ca3-e3d44a7033dc","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CACI2","Calandrinia ciliata (Ruiz & Pav.) DC.","species","Portulacaceae","N",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"1125e4a2-8420-499f-9e3a-21372cd720e1","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CAPY2","Carduus pycnocephalus L.","species","Asteraceae","I",,,,,,,3.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"b47fb132-bcef-4dd8-80e7-48e0107532ad","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",25.50,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"fd65709e-355f-4b12-9999-90f418b0dbe5","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SEVU","Senecio vulgaris L.","species","Asteraceae","I",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"7f23a570-5551-4bbb-833a-b02b9430cc39","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRHO2","Bromus hordeaceus L.","species","Poaceae","I",,,,,,,10.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"852dd453-0a75-46ba-9cfa-a0d3849746dd","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"7b69ce21-662b-4e66-9664-cb0e750b3943","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"573fab1f-029a-4ab1-b3ad-5667236c7a2f","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PHCI","Phacelia cicutaria Greene","species","Hydrophyllaceae","N",,,,,,,4.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"a4c250b5-f53a-415a-9d96-24b24345bcdc","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AVBA","Avena barbata Pott ex Link","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"0d9e8f32-0869-4984-9b1a-85b427ce8f1a","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","LUBE","Lupinus benthamii A. Heller","species","Fabaceae","N",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"6636c637-91e8-4af6-a596-6c8b8b8754ee","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",45.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"12876a1b-dbd9-4869-b31c-1994bd259e68","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMMEI2","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","variety","Boraginaceae","N",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"2cc4152d-663d-406b-ad78-621ff0693b9a","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",39.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"00fc6ed8-b60f-4fd3-98f2-f58337e571e7","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","LOTUS","Lotus sp.","genus","Fabaceae","UNK",,,"Stegosauruspon_2019","2-4cm tall with yellow flowers",,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"950750c0-c3a5-4faf-81d5-0e468996e5a6","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",4.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"38e8e86e-2a9d-47d3-aa6e-cbbd28766c75","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ASTERA","Asteraceae sp.","family","Asteraceae","UNK",,,"Brachy soft_2019","Simple alternated leaf; flower cluster; silver foliage",,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"fd370041-929e-4410-b8c7-8ea0f0ca6514","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"rock",0.50,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"5ce456c8-3f8b-458b-86cc-6182eea70e0f","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CAPY2","Carduus pycnocephalus L.","species","Asteraceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"36ae3219-4503-4c70-bb50-5f9e798729b4","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"5d23388a-9ca8-4b9c-876b-65fd91fde600","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SIGA","Silene gallica L.","species","Caryophyllaceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"29cd34f5-2164-402e-8ace-97ac2097f81c","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"9575740c-feb4-4d83-81e3-d88d273a4992","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","31.1.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",50.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ffd671c9-c884-4701-ace4-cd2295ba9360","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PTDR","Pterostegia drymarioides Fisch. & C.A. Mey.","species","Polygonaceae","N",,,,,,,1.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"ad7e9750-425f-40df-9660-98e15b045d83","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMMEI2","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","variety","Boraginaceae","N",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"2a44fd71-bef3-411f-941c-fcff15f73cda","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.1.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMMEI2","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","variety","Boraginaceae","N",,,,,,,12.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"1db6f459-dfa3-489d-a447-a13465825211","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PTDR","Pterostegia drymarioides Fisch. & C.A. Mey.","species","Polygonaceae","N",,,,,,,0.50,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"e36fbb6c-6312-4ca9-adaa-51df089f76ea","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",7.00,,,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"8ec0610a-14b3-46d7-a875-c245f6842ab5","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","32.2.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SIGA","Silene gallica L.","species","Caryophyllaceae","I",,,,,,,2.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"2daf6050-eb1c-4761-b46c-fc58ff707859","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","40.3.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CEME2","Centaurea melitensis L.","species","Asteraceae","I",,,,,,,7.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"279e426e-a843-4cdc-958d-d354dd7ae656","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,25.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
"08277355-171a-47f8-9807-e40f58899556","SJER_014.basePlot.div","D17","SJER",37.078744,-119.720266,"WGS84",20.10,288.6,0.1,"grasslandHerbaceous","SJER_014","41.4.1","2019-04-16",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRRU2","Bromus rubens L.","species","Poaceae","I",,,,,,,5.00,"N",,,"0000-0001-7253-0439","0000-0003-2386-8235",,,
